City,CO,NO2,O3,SO2,PM2.5,PM10,overall_aqi
Topeka,240.33,1.32,69.38,0.25,1.08,1.26,82
Mobile,243.66,3.51,67.23,1.39,3.34,4.88,75
Clifton,340.46,22.28,58.65,5.48,9.05,14.88,49
Hawthorne,1388.55,69.23,5.23,8.82,45.27,63.02,109
Merced,287.06,7.88,6.26,0.04,1.99,3.31,9
Lowell,310.42,12.34,80.11,4.83,13.06,16.32,112
Las Vegas,707.63,38.39,9.66,3.87,29.25,49.21,77
Sunrise,203.61,0.73,87.98,0.23,2.58,6.3,132
Carrollton,373.84,21.08,37.91,3.58,17.76,21.12,54
Livonia,280.38,9.77,56.51,1.12,5.68,6.28,47
Menifee,327.11,16.11,32.9,0.65,9.07,11.98,29
Scranton,287.06,6.6,69.38,2.89,8.13,11.81,82
Mission Viejo,674.25,28.1,7.87,1.39,18.23,28.96,55
San Leandro,600.82,31.53,0.44,1.42,14.49,20.25,47
Thousand Oaks,360.49,15.77,24.32,1.67,9.24,13.21,30
Tallahassee,226.97,0.93,60.08,0.17,2.49,5.59,53
Norwalk,467.3,45.93,46.49,10.85,16.63,24.3,57
Nampa,500.68,18.17,9.84,0.22,18.84,29.48,56
Manchester,263.69,51.41,15.56,9.89,3.25,4.19,64
Saint Charles,270.37,3.38,55.08,0.86,9.01,10.54,46
Rockville,303.75,12.85,60.8,2.89,5.94,11.29,55
Duluth,280.38,10.2,52.21,7.99,2.18,3.95,44
Vista,300.41,5.06,23.6,0.2,7.81,11.41,25
Charleston,226.97,3.3,85.83,6.62,2.45,3.51,127
New Bedford,260.35,3.3,90.12,4.35,11.9,17.04,137
San Bernardino,387.19,27.08,38.62,4.77,8.03,10.82,33
New Braunfels,290.39,11.31,62.23,2.33,18.74,20.05,60
Highlands Ranch,370.5,14.22,19.85,0.9,5.32,7.8,17
Plantation,203.61,0.73,87.98,0.23,2.58,6.3,132
Overland Park,260.35,4.84,63.66,1.09,1.28,1.9,64
Amarillo,223.64,1.39,75.1,0.73,5.4,12.48,100
Menifee,367.17,17.99,40.41,0.81,9.38,12.97,34
Missouri City,397.21,16.97,49.35,2.44,12.31,15.34,41
Palo Alto,480.65,52.09,3.93,2.44,11.35,16.34,65
New Rochelle,567.44,60.32,28.97,19.07,20.19,29.57,75
Hartford,387.19,30.85,60.08,6.32,14.47,20.32,53
Dallas,330.45,17.99,35.41,3.58,13.84,16.63,44
Tracy,330.45,18.85,2.57,1.68,4.81,8.29,23
Medford,297.07,8.91,80.82,3.93,13.88,16.72,114
El Monte,447.27,32.22,18.06,2.0,8.92,19.59,40
San Leandro,600.82,31.53,0.44,1.42,14.49,20.25,47
Lake Charles,243.66,9.17,45.78,2.27,9.3,10.36,38
Centreville,240.33,2.16,77.25,1.82,4.96,9.55,105
San Clemente,216.96,1.44,59.37,0.04,4.46,4.83,51
Erie,260.35,6.0,70.81,0.6,4.71,4.81,86
Delray Beach,216.96,6.6,88.69,1.03,3.01,7.13,134
Marysville,370.5,19.02,20.21,0.13,3.85,5.41,23
Tyler,240.33,1.97,52.21,0.75,6.22,7.03,44
Pawtucket,277.04,6.6,84.4,3.13,11.69,15.79,123
Jackson,277.04,9.34,20.56,0.81,6.34,9.08,20
Yuma,247.0,2.29,35.76,0.04,7.94,23.43,30
Brentwood,494.0,20.05,1.03,0.57,11.2,13.04,36
Yakima,393.87,16.62,22.71,0.08,9.82,11.55,31
Glendale,700.95,46.61,9.12,2.98,18.02,36.75,58
Minneapolis,307.08,9.08,44.7,1.7,2.98,4.04,37
Eau Claire,243.66,1.17,59.37,0.03,0.5,0.58,51
Clovis,250.34,5.44,22.53,0.06,0.63,2.18,19
McAllen,397.21,9.6,62.94,4.53,22.5,25.8,64
Long Beach,1241.68,51.41,4.11,6.74,36.42,50.13,92
Santa Monica,640.87,31.53,9.21,1.86,18.22,29.3,55
Buena Park,674.25,36.67,9.39,3.43,18.84,25.68,56
Visalia,333.79,14.57,14.84,0.17,3.52,5.41,18
Vancouver,357.15,18.34,34.33,2.47,1.41,8.15,29
Cheektowaga,257.02,9.0,69.38,1.91,4.93,5.15,82
Gulfport,247.0,4.07,52.21,2.33,3.75,4.75,44
Broken Arrow,257.02,8.31,35.41,2.18,8.56,9.59,30
Stamford,467.3,45.93,46.49,10.85,16.63,24.3,57
Franklin,247.0,4.37,52.21,1.16,7.09,8.46,44
Thornton,560.76,25.36,12.7,0.95,12.51,17.61,40
Dayton,267.03,7.88,53.64,1.7,5.95,6.39,45
Arlington,333.79,13.37,45.78,2.59,19.43,21.86,58
Surprise,230.31,3.21,28.61,0.07,0.98,5.39,24
Huntsville,257.02,3.17,57.94,1.54,7.07,11.12,49
Harlingen,350.48,13.54,60.08,4.95,16.88,19.68,53
Concord,363.83,20.91,76.53,6.08,19.27,22.37,103
Seattle,720.98,38.39,2.86,2.33,16.83,25.23,52
Cranston,260.35,3.0,85.83,2.18,10.18,14.89,127
Nashville,263.69,7.45,50.78,1.1,6.38,7.43,43
Upland,337.12,21.94,39.7,2.35,7.52,11.63,33
Salem,423.91,16.45,2.64,0.35,17.33,20.0,53
Kirkland,687.6,28.45,1.54,1.4,18.84,27.94,56
Bolingbrook,257.02,4.97,67.23,1.15,1.17,1.99,75
Casas Adobes,453.95,16.28,36.48,1.01,13.58,29.04,44
Troy,383.85,16.11,56.51,6.26,19.34,23.11,57
Indio,433.92,19.19,55.08,0.54,8.66,18.16,46
Chino Hills,687.6,30.16,6.17,2.09,21.53,29.9,62
Evansville,253.68,3.77,55.08,1.34,8.18,8.56,46
Palo Alto,480.65,52.09,3.93,2.44,11.35,16.34,65
Merced,287.06,7.88,6.26,0.04,1.99,3.31,9
Grand Rapids,240.33,1.41,67.23,0.16,0.59,0.72,75
Eugene,433.92,25.71,2.95,1.62,18.86,21.14,56
Stamford,467.3,45.93,46.49,10.85,16.63,24.3,57
Ponce,173.57,0.15,45.06,0.23,1.27,2.35,38
Oxnard,427.25,19.02,12.88,1.97,13.02,17.01,42
Edinburg,250.34,25.71,29.33,4.41,4.56,4.94,32
Palm Coast,211.95,0.89,90.12,0.18,1.35,2.96,137
League City,433.92,23.65,50.07,5.54,15.45,20.36,50
Gresham,794.41,35.99,0.98,2.41,19.2,23.66,57
Salinas,257.02,6.17,60.08,0.24,1.91,2.61,53
Marysville,370.5,19.02,20.21,0.13,3.85,5.41,23
New York,380.52,31.19,49.35,8.94,9.55,15.68,41
Moreno Valley,634.19,32.9,9.3,1.62,16.9,21.51,53
Knoxville,307.08,12.68,42.92,2.15,6.45,10.96,36
Pompano Beach,213.62,4.58,92.98,0.94,3.13,7.74,144
Jackson,277.04,9.34,20.56,0.81,6.34,9.08,20
Cape Coral,211.95,1.32,92.98,0.31,3.2,8.01,144
Citrus Heights,340.46,11.65,6.17,0.18,3.34,9.05,14
Rancho Cucamonga,410.56,31.87,33.26,4.41,12.26,16.72,39
Lincoln,243.66,2.53,65.09,3.13,1.15,1.45,69
Yonkers,433.92,39.41,44.35,10.73,12.26,19.49,49
Reno,487.33,27.76,20.56,0.17,13.85,21.87,44
Boston,293.73,9.6,80.82,3.82,13.65,16.86,114
Pomona,337.12,21.94,39.7,2.35,7.52,11.63,33
Pharr,453.95,14.05,60.08,5.07,22.4,25.56,64
Whittier,1054.76,50.72,5.45,5.9,28.84,40.42,76
Cambridge,226.97,14.22,33.98,0.73,1.39,2.2,28
San Jose,741.01,57.58,1.22,1.8,16.21,21.11,71
Laredo,367.17,5.91,73.67,2.68,23.09,24.46,95
Conroe,247.0,1.54,62.94,0.45,10.3,11.22,62
New Orleans,310.42,13.88,39.34,2.8,6.06,8.14,33
East Orange,317.1,18.85,64.37,4.29,7.92,12.98,66
Gaithersburg,303.75,12.85,60.8,2.89,5.94,11.29,55
Pine Hills,213.62,1.35,87.26,0.21,1.36,2.06,130
Avondale,393.87,13.71,19.49,0.6,4.47,11.31,17
Fort Myers,211.95,1.32,92.98,0.31,3.2,8.01,144
Miami Gardens,208.62,1.48,87.26,0.41,2.96,7.09,130
El Monte,447.27,32.22,18.06,2.0,8.92,19.59,40
Turlock,407.22,8.23,1.0,0.43,6.28,8.98,20
Fresno,480.65,16.62,3.31,0.9,6.95,10.15,22
Minneapolis,307.08,9.08,44.7,1.7,2.98,4.04,37
Danbury,377.18,29.82,55.79,5.78,12.27,18.37,47
Meridian,233.65,2.51,46.49,0.31,3.96,5.54,39
Trenton,350.48,24.33,60.8,6.8,7.81,12.49,55
Austin,257.02,5.18,58.65,1.13,17.67,19.2,54
Huntington Beach,934.6,45.93,7.42,4.05,32.65,42.46,84
Dayton,267.03,7.88,53.64,1.7,5.95,6.39,45
Pleasanton,460.63,25.02,3.04,0.48,9.67,11.87,31
Chino Hills,687.6,30.16,6.17,2.09,21.53,29.9,62
Fontana,410.56,31.87,33.26,4.41,12.26,16.72,39
Santa Rosa,257.02,5.1,45.78,0.02,2.56,2.92,38
Norwalk,467.3,45.93,46.49,10.85,16.63,24.3,57
McAllen,397.21,9.6,62.94,4.53,22.5,25.8,64
Lynn,323.77,15.59,74.39,5.07,15.52,18.59,98
Ann Arbor,267.03,5.48,55.08,0.38,5.57,5.76,46
Colorado Springs,190.26,0.87,58.65,0.09,1.47,3.4,49
Duluth,280.38,10.2,52.21,7.99,2.18,3.95,44
Little Rock,223.64,2.4,57.22,0.72,4.46,5.08,48
Warren,290.39,10.37,54.36,1.04,5.99,6.57,46
Tacoma,634.19,32.9,3.8,1.18,15.59,21.58,50
Olathe,247.0,2.96,66.52,0.44,1.03,1.56,73
Tacoma,634.19,32.9,3.8,1.18,15.59,21.58,50
San Diego,821.11,36.33,6.88,2.62,17.93,26.08,55
Long Beach,1241.68,51.41,4.11,6.74,36.42,50.13,92
Boulder,195.27,1.5,57.22,0.17,1.19,2.99,48
Shawnee,243.66,2.7,65.09,0.39,0.85,1.33,69
South Gate,1388.55,69.23,5.23,8.82,45.27,63.02,109
Centennial,370.5,14.22,19.85,0.9,5.32,7.8,17
Lake Forest,240.33,2.74,69.38,0.34,0.5,1.07,82
San Antonio,270.37,6.17,62.23,1.24,17.61,18.93,60
Chandler,881.2,38.39,9.92,3.19,21.24,30.44,61
Greeley,313.76,12.68,30.4,0.31,7.76,8.32,25
Mission Viejo,674.25,28.1,7.87,1.39,18.23,28.96,55
Port Saint Lucie,213.62,1.24,95.84,0.35,2.62,5.46,152
Redondo Beach,1388.55,69.23,5.23,8.82,45.27,63.02,109
Longview,243.66,2.91,50.78,0.29,3.76,4.34,43
Albuquerque,270.37,3.77,24.68,0.1,3.89,18.01,20
Sacramento,350.48,8.65,4.69,0.38,5.72,6.69,18
Bloomington,250.34,4.28,54.36,1.43,6.92,7.41,46
Sunnyvale,567.44,42.16,1.32,1.22,12.29,15.53,52
Santa Clara,741.01,57.58,1.22,1.8,16.21,21.11,71
Bryan,236.99,1.71,63.66,0.42,6.91,7.42,64
Avondale,393.87,13.71,19.49,0.6,4.47,11.31,17
The Woodlands,257.02,2.64,62.94,0.48,9.83,10.9,62
Pasadena,447.27,32.22,18.06,2.0,8.92,19.59,40
Alameda,627.52,42.5,0.43,3.93,17.05,23.18,53
Columbus,257.02,7.88,58.65,1.55,3.1,3.32,49
Ann Arbor,267.03,5.48,55.08,0.38,5.57,5.76,46
Concord,363.83,20.91,76.53,6.08,19.27,22.37,103
Tempe,554.09,25.71,17.7,1.33,10.85,16.53,35
Columbia,230.31,1.3,72.96,0.12,2.35,6.29,93
Springdale,236.99,4.84,38.62,0.98,5.07,6.81,32
Anchorage,243.66,0.31,63.66,0.04,0.5,0.62,64
Richmond,313.76,12.17,45.06,1.12,5.31,9.91,38
Gary,230.31,1.26,71.53,0.69,0.5,1.01,89
Eagan,380.52,21.08,35.41,6.91,5.26,6.86,30
Warwick,233.65,18.17,43.99,2.74,1.25,1.94,37
Yuma,247.0,2.29,35.76,0.04,7.94,23.43,30
Fishers,260.35,4.84,56.51,0.97,7.92,8.35,47
Lauderhill,203.61,0.73,87.98,0.23,2.58,6.3,132
Sunrise Manor,707.63,38.39,9.66,3.87,29.25,49.21,77
Tuscaloosa,250.34,3.86,51.5,1.04,4.99,8.84,43
Perris,357.15,10.54,27.18,0.44,10.21,13.27,33
Midland,243.66,1.84,56.51,0.14,8.06,19.36,47
Temple,263.69,2.87,64.37,0.97,21.75,22.8,66
Columbus,250.34,6.51,60.08,1.48,2.77,2.99,53
Newton,283.72,6.6,81.54,3.1,12.38,15.78,116
Cambridge,226.97,14.22,33.98,0.73,1.39,2.2,28
Tampa,233.65,3.81,86.55,1.39,3.84,6.09,128
Dothan,230.31,0.95,60.8,0.32,3.31,5.82,55
Bellflower,1054.76,50.72,5.45,5.9,28.84,40.42,76
Oakland,383.85,30.85,11.62,5.96,6.88,8.94,38
Irving,373.84,21.08,37.91,3.58,17.76,21.12,54
Hollywood,700.95,46.61,9.12,2.98,18.02,36.75,58
Flagstaff,233.65,5.36,31.11,0.04,1.19,1.69,26
Jonesboro,223.64,1.01,65.09,0.07,2.51,2.79,69
Laredo,367.17,5.91,73.67,2.68,23.09,24.46,95
San Ramon,203.61,3.77,45.42,0.07,0.85,1.77,38
Bellingham,494.0,25.36,5.41,1.45,7.08,8.9,31
Maple Grove,270.37,3.6,49.35,0.59,2.19,2.77,41
Downey,1054.76,50.72,5.45,5.9,28.84,40.42,76
Milpitas,500.68,33.24,1.19,0.92,9.4,14.09,41
Largo,236.99,2.79,87.26,1.51,4.43,7.07,130
Eugene,433.92,25.71,2.95,1.62,18.86,21.14,56
Carrollton,373.84,21.08,37.91,3.58,17.76,21.12,54
Riverview,257.02,1.29,73.67,0.53,4.31,4.62,95
Mobile,243.66,3.51,67.23,1.39,3.34,4.88,75
Irving,373.84,21.08,37.91,3.58,17.76,21.12,54
Fresno,480.65,16.62,3.31,0.9,6.95,10.15,22
Portland,520.71,21.76,1.68,2.18,10.63,15.1,34
Thousand Oaks,360.49,15.77,24.32,1.67,9.24,13.21,30
Rialto,387.19,27.08,38.62,4.77,8.03,10.82,33
Garden Grove,934.6,45.93,7.42,4.05,32.65,42.46,84
Fayetteville,236.99,4.84,38.62,0.98,5.07,6.81,32
Waukegan,240.33,2.74,69.38,0.34,0.5,1.07,82
Hayward,600.82,31.53,0.44,1.42,14.49,20.25,47
Mesa,554.09,25.71,17.7,1.33,10.85,16.53,35
Corpus Christi,233.65,3.47,56.51,1.86,6.03,6.59,47
Bismarck,250.34,2.68,64.37,1.15,1.6,3.38,66
Orem,460.63,19.54,17.52,0.95,13.04,17.48,42
Lowell,310.42,12.34,80.11,4.83,13.06,16.32,112
